player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_def,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Lucas Digne,FRA,DF,Everton,28,1993,2.0,2.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.05,0.13,0.18,0.05,0.18,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.05,-0.1,-0.1,57.0,84.0,67.9,1093.0,562.0,23.0,25.0,92.0,22.0,30.0,73.3,9.0,22.0,40.9,-0.3,4.0,2.0,1.0,0.0,6.0,51.0,33.0,4.0,0.0,16.0,3.0,2.0,10.0,0.0,10.0,0.0,32.0,20.0,32.0,57.0,4.0,3.0,19.0,1.0,0.0,2.0,3.0,4.0,7.0,3.5,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,50.0,1.0,18.0,5.0,27.8,8.0,5.0,5.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,107.0,9.0,41.0,31.0,37.0,1.0,75.0,2.0,2.0,100.0,2.0,0.0,49.0,186.0,93.0,3.0,1.0,0.0,44.0,36.0,81.8,2.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,18.0,3.0,3.0,50.0
Virgil van Dijk,NED,DF,Liverpool,30,1991,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.29,0.02,0.31,0.29,0.31,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.15,-0.6,-0.6,113.0,125.0,90.4,2698.0,891.0,30.0,30.0,100.0,55.0,57.0,96.5,26.0,36.0,72.2,0.0,1.0,10.0,1.0,0.0,6.0,120.0,5.0,5.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,99.0,6.0,20.0,30.0,87.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,28.6,6.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,17.0,0.0,150.0,16.0,84.0,67.0,6.0,6.0,145.0,0.0,0.0,0.0,0.0,0.0,96.0,367.0,174.0,5.0,0.0,0.0,111.0,108.0,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,5.0,68.8
Moussa Djenepo,MLI,MF,Southampton,23,1998,2.0,2.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,1.8,1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.02,0.0,0.0,28.0,46.0,60.9,411.0,174.0,16.0,23.0,69.6,8.0,12.0,66.7,3.0,5.0,60.0,0.0,1.0,2.0,3.0,1.0,6.0,46.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,28.0,9.0,9.0,13.0,31.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,1.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,3.0,0.0,2.0,3.0,66.7,1.0,47.0,11.0,23.4,18.0,21.0,8.0,3.0,0.0,0.0,3.0,7.0,2.0,0.0,83.0,3.0,16.0,36.0,33.0,7.0,83.0,7.0,14.0,50.0,9.0,1.0,57.0,196.0,132.0,9.0,2.0,2.0,61.0,50.0,82.0,4.0,5.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,33.3
Matt Doherty,IRL,DF,Tottenham,29,1992,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,50.0,44.0,11.0,1.0,1.0,100.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,2.0,4.0,1.0,0.0,6.0,1.0,1.0,100.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0
Abdoulaye Doucouré,FRA,MF,Everton,28,1993,2.0,2.0,180.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,1.0,0.5,1.0,0.2,0.2,0.2,0.09,0.08,0.16,0.09,0.16,2.0,5.0,2.0,0.0,40.0,2.5,1.0,0.2,0.5,0.04,0.8,0.8,64.0,77.0,83.1,1303.0,374.0,24.0,30.0,80.0,30.0,33.0,90.9,8.0,11.0,72.7,0.8,1.0,11.0,2.0,0.0,12.0,77.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,9.0,13.0,10.0,62.0,3.0,0.0,0.0,0.0,1.0,6.0,1.0,8.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0,4.0,25.0,3.0,40.0,12.0,30.0,20.0,17.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,94.0,7.0,26.0,51.0,25.0,2.0,94.0,4.0,4.0,100.0,4.0,0.0,67.0,460.0,243.0,10.0,2.0,0.0,62.0,52.0,83.9,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,29.0,4.0,2.0,66.7
Kieran Dowell,ENG,MF,Norwich City,23,1997,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.37,1.37,0.0,1.37,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,71.0,14.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,-0.1,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,1.0,0.0,1.0,5.0,5.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Shane Duffy,IRL,DF,Brighton,29,1992,2.0,2.0,180.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.2,0.2,0.0,0.09,0.0,0.09,0.09,0.09,2.0,6.0,2.0,0.0,33.3,3.0,1.0,0.17,0.5,0.03,0.8,0.8,114.0,121.0,94.2,2339.0,682.0,29.0,30.0,96.7,71.0,73.0,97.3,14.0,17.0,82.4,0.0,0.0,2.0,0.0,0.0,3.0,120.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,102.0,4.0,15.0,13.0,97.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,2.0,2.0,100.0,0.0,9.0,2.0,22.2,6.0,3.0,0.0,5.0,4.0,0.0,1.0,0.0,19.0,0.0,154.0,39.0,119.0,32.0,6.0,6.0,153.0,0.0,0.0,0.0,0.0,0.0,87.0,220.0,103.0,1.0,0.0,0.0,115.0,110.0,95.7,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,15.0,8.0,65.2
Lewis Dunk,ENG,DF,Brighton,29,1991,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,139.0,94.2,3019.0,759.0,24.0,26.0,92.3,85.0,85.0,100.0,22.0,28.0,78.6,0.0,0.0,5.0,0.0,0.0,0.0,136.0,3.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,117.0,9.0,13.0,11.0,121.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,7.0,3.0,42.9,5.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,10.0,0.0,155.0,22.0,109.0,50.0,3.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,108.0,256.0,103.0,0.0,0.0,0.0,125.0,123.0,98.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,5.0,28.6
Ederson,BRA,GK,Manchester City,28,1993,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,34.0,94.1,913.0,599.0,6.0,6.0,100.0,11.0,11.0,100.0,15.0,17.0,88.2,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,10.0,20.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,32.0,35.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,16.0,60.0,43.0,0.0,0.0,0.0,12.0,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Harvey Elliot,ENG,MF,Liverpool,18,2003,2.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.11,0.18,0.28,0.11,0.28,1.1,2.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.06,-0.1,-0.1,55.0,64.0,85.9,883.0,318.0,29.0,33.0,87.9,22.0,24.0,91.7,4.0,5.0,80.0,-0.2,3.0,7.0,1.0,1.0,12.0,61.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,51.0,8.0,5.0,55.0,5.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,7.0,6.43,5.0,0.0,0.0,0.0,2.0,2.0,1.0,0.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,33.0,6.0,18.2,12.0,16.0,5.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,79.0,0.0,8.0,41.0,36.0,10.0,76.0,0.0,0.0,0.0,0.0,0.0,60.0,317.0,246.0,13.0,4.0,2.0,70.0,63.0,90.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,25.0
Oghenekaro Etebo,NGA,MF,Watford,25,1995,2.0,2.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,2.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.02,0.0,0.0,60.0,68.0,88.2,1351.0,308.0,18.0,21.0,85.7,32.0,36.0,88.9,10.0,11.0,90.9,0.0,1.0,4.0,1.0,0.0,5.0,62.0,6.0,6.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,52.0,6.0,10.0,11.0,54.0,2.0,0.0,1.0,0.0,2.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,28.1,12.0,17.0,3.0,5.0,1.0,0.0,4.0,5.0,3.0,0.0,88.0,6.0,36.0,48.0,6.0,0.0,83.0,2.0,3.0,66.7,2.0,0.0,64.0,175.0,64.0,2.0,0.0,0.0,50.0,47.0,94.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,19.0,1.0,2.0,33.3
Łukasz Fabiański,POL,GK,West Ham,36,1985,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,49.0,69.4,1357.0,871.0,2.0,2.0,100.0,10.0,10.0,100.0,22.0,36.0,61.1,0.0,0.0,1.0,0.0,0.0,0.0,33.0,16.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,25.0,2.0,38.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,46.0,51.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,22.0,84.0,48.0,0.0,0.0,0.0,24.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Fabinho,BRA,MF,Liverpool,27,1993,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,82.6,478.0,114.0,6.0,6.0,100.0,8.0,10.0,80.0,5.0,5.0,100.0,0.0,0.0,3.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,5.0,3.0,19.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,7.0,13.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,12.0,70.0,43.0,1.0,0.0,0.0,18.0,17.0,94.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Bruno Fernandes,POR,MF,Manchester Utd,26,1994,2.0,2.0,180.0,3.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,1.5,1.5,1.5,0.7,0.7,0.5,0.37,0.25,0.63,0.37,0.63,2.0,6.0,4.0,1.0,66.7,3.0,2.0,0.5,0.75,0.12,2.3,2.3,61.0,83.0,73.5,1152.0,269.0,31.0,36.0,86.1,21.0,25.0,84.0,9.0,18.0,50.0,-0.5,5.0,4.0,6.0,0.0,11.0,76.0,7.0,2.0,1.0,27.0,5.0,5.0,1.0,0.0,0.0,1.0,48.0,13.0,22.0,9.0,68.0,4.0,1.0,0.0,1.0,2.0,6.0,1.0,9.0,4.5,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,40.0,10.0,25.0,3.0,27.0,10.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,105.0,3.0,12.0,48.0,55.0,8.0,98.0,0.0,2.0,0.0,0.0,0.0,63.0,338.0,161.0,8.0,5.0,0.0,99.0,80.0,80.8,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,50.0
Federico Fernández,ARG,DF,Newcastle Utd,32,1989,2.0,2.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.16,0.18,0.34,0.16,0.34,1.9,2.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.15,-0.3,-0.3,94.0,102.0,92.2,2080.0,764.0,25.0,26.0,96.2,55.0,57.0,96.5,14.0,19.0,73.7,-0.3,1.0,5.0,0.0,0.0,2.0,100.0,2.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,85.0,2.0,15.0,4.0,93.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,2.0,22.2,5.0,2.0,2.0,4.0,3.0,0.0,1.0,3.0,10.0,0.0,121.0,28.0,79.0,42.0,5.0,4.0,119.0,0.0,0.0,0.0,0.0,0.0,84.0,439.0,271.0,0.0,0.0,0.0,90.0,89.0,98.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,100.0
Fernandinho,BRA,MF,Manchester City,36,1985,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.25,0.27,0.51,0.25,0.51,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.08,-0.2,-0.2,52.0,63.0,82.5,988.0,284.0,19.0,24.0,79.2,28.0,30.0,93.3,5.0,9.0,55.6,-0.3,3.0,6.0,1.0,0.0,5.0,62.0,1.0,1.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,41.0,11.0,11.0,9.0,47.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,1.0,5.0,20.0,4.0,9.0,4.0,44.4,3.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,74.0,1.0,10.0,52.0,19.0,2.0,73.0,0.0,0.0,0.0,0.0,0.0,50.0,213.0,108.0,5.0,2.0,0.0,54.0,48.0,88.9,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,1.0,83.3
Roberto Firmino,BRA,FW,Liverpool,29,1991,2.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,2.25,2.25,2.25,0.8,0.8,0.1,1.69,0.29,1.98,1.69,1.98,0.4,2.0,2.0,0.0,100.0,4.5,4.5,0.5,0.5,0.38,0.2,0.2,13.0,20.0,65.0,242.0,104.0,6.0,7.0,85.7,6.0,8.0,75.0,1.0,2.0,50.0,-0.1,2.0,1.0,1.0,0.0,2.0,19.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,4.0,2.0,17.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,5.0,38.5,3.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,4.0,10.0,17.0,5.0,25.0,0.0,2.0,0.0,0.0,0.0,18.0,106.0,63.0,3.0,2.0,1.0,26.0,20.0,76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Junior Firpo,ESP,DF,Leeds United,25,1996,2.0,1.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,75.0,88.0,1098.0,480.0,27.0,31.0,87.1,37.0,40.0,92.5,2.0,3.0,66.7,0.0,0.0,1.0,0.0,0.0,5.0,62.0,13.0,1.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,51.0,18.0,6.0,49.0,11.0,3.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,0.87,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.87,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0,6.0,28.6,10.0,4.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,89.0,1.0,26.0,48.0,20.0,1.0,76.0,1.0,2.0,50.0,1.0,0.0,56.0,183.0,97.0,3.0,2.0,0.0,63.0,58.0,92.1,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,100.0
Pablo Fornals,ESP,"FW,MF",West Ham,25,1996,2.0,2.0,180.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.3,0.3,0.8,0.16,0.39,0.54,0.16,0.54,2.0,3.0,2.0,0.0,66.7,1.5,1.0,0.33,0.5,0.1,0.7,0.7,89.0,110.0,80.9,1583.0,498.0,36.0,40.0,90.0,36.0,43.0,83.7,12.0,14.0,85.7,0.2,6.0,8.0,5.0,1.0,19.0,108.0,2.0,0.0,0.0,24.0,1.0,3.0,0.0,0.0,0.0,0.0,88.0,11.0,11.0,9.0,97.0,2.0,1.0,0.0,0.0,1.0,6.0,6.0,8.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,6.0,0.0,6.0,44.0,13.0,29.5,17.0,14.0,13.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,128.0,2.0,17.0,58.0,62.0,7.0,126.0,2.0,3.0,66.7,2.0,1.0,96.0,496.0,278.0,17.0,6.0,2.0,116.0,97.0,83.6,1.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,17.0,1.0,1.0,50.0
Marcus Forss,FIN,FW,Brentford,22,1999,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,15.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,3.0,0.0,5.0,1.0,2.0,50.0,1.0,0.0,3.0,15.0,11.0,1.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
